Timestamp,Lat,Lon,Distance
2025-03-30 12:37:48,423652305,-711366095,9.03
2025-03-30 12:37:49,423652297,-711366093,9.31
2025-03-30 12:37:50,423652301,-711366091,9.21
2025-03-30 12:37:51,423652307,-711366083,9.14
2025-03-30 12:37:52,423652311,-711366076,9.12
2025-03-30 12:37:53,423652320,-711366067,9.0
2025-03-30 12:37:54,423652323,-711366061,9.01
2025-03-30 12:37:55,423652319,-711366058,9.18
2025-03-30 12:37:56,423652319,-711366057,9.19
2025-03-30 12:37:57,423652321,-711366056,9.15
2025-03-30 12:37:59,423652318,-711366058,9.21
2025-03-30 12:38:00,423652318,-711366059,9.19
2025-03-30 12:38:01,423652311,-711366060,9.38
2025-03-30 12:38:02,423652305,-711366057,9.6
2025-03-30 12:38:03,423652299,-711366055,9.81
2025-03-30 12:38:04,423652293,-711366053,10.02
2025-03-30 12:38:05,423652284,-711366047,10.38
2025-03-30 12:38:06,423652276,-711366044,10.67
2025-03-30 12:38:07,423652269,-711366041,10.92
2025-03-30 12:38:08,423652261,-711366039,11.19
2025-03-30 12:38:09,423652259,-711366038,11.27
2025-03-30 12:38:10,423652254,-711366035,11.47
2025-03-30 12:38:11,423652247,-711366029,11.77
2025-03-30 12:38:12,423652245,-711366028,11.85
2025-03-30 12:38:13,423652241,-711366024,12.03
2025-03-30 12:38:14,423652233,-711366020,12.33
2025-03-30 12:38:15,423652227,-711366017,12.56
2025-03-30 12:38:16,423652218,-711366012,12.91
2025-03-30 12:38:17,423652207,-711366006,13.33
2025-03-30 12:38:18,423652206,-711366003,13.41
2025-03-30 12:38:19,423652200,-711366000,13.64
2025-03-30 12:38:20,423652196,-711365999,13.77
2025-03-30 12:38:21,423652191,-711365999,13.93
2025-03-30 12:38:22,423652187,-711365999,14.05
2025-03-30 12:38:23,423652186,-711365999,14.09
2025-03-30 12:38:24,423652178,-711365995,14.39
2025-03-30 12:38:26,423652178,-711365988,14.49
2025-03-30 12:38:26,423652165,-711365992,14.84
2025-03-30 12:38:27,423652168,-711365999,14.65
2025-03-30 12:38:28,423652169,-711366002,14.58
2025-03-30 12:38:29,423652171,-711366005,14.48
2025-03-30 12:38:30,423652172,-711366010,14.38
2025-03-30 12:38:31,423652176,-711366013,14.21
2025-03-30 12:38:32,423652180,-711366013,14.09
2025-03-30 12:38:33,423652185,-711366015,13.9
2025-03-30 12:38:34,423652187,-711366015,13.84
2025-03-30 12:38:36,423652193,-711366013,13.67
2025-03-30 12:38:36,423652196,-711366016,13.54
2025-03-30 12:38:37,423652203,-711366015,13.33
2025-03-30 12:38:38,423652209,-711366014,13.16
2025-03-30 12:38:39,423652217,-711366011,12.95
2025-03-30 12:38:40,423652222,-711366014,12.76
2025-03-30 12:38:41,423652225,-711366014,12.66
2025-03-30 12:38:42,423652229,-711366013,12.56
2025-03-30 12:38:43,423652240,-711366012,12.24
2025-03-30 12:38:44,423652250,-711366010,11.97
2025-03-30 12:38:45,423652261,-711366011,11.63
