Timestamp,Lat,Lon,Angle,Distance
2025-03-30 12:53:26,423652066,-711365993,335.75,18.05
2025-03-30 12:53:27,423652071,-711365997,335.82,17.84
2025-03-30 12:53:28,423652079,-711366002,335.83,17.51
2025-03-30 12:53:29,423652088,-711366008,335.88,17.15
2025-03-30 12:53:30,423652097,-711366014,335.92,16.78
2025-03-30 12:53:31,423652103,-711366018,335.95,16.54
2025-03-30 12:53:32,423652109,-711366022,335.99,16.29
2025-03-30 12:53:33,423652114,-711366025,335.99,16.1
2025-03-30 12:53:34,423652120,-711366029,336.02,15.85
2025-03-30 12:53:35,423652126,-711366034,336.15,15.6
2025-03-30 12:53:36,423652135,-711366039,336.11,15.24
2025-03-30 12:53:37,423652145,-711366044,336.02,14.85
2025-03-30 12:53:38,423652152,-711366046,335.8,14.6
2025-03-30 12:53:39,423652156,-711366051,336.05,14.41
2025-03-30 12:53:40,423652160,-711366055,336.21,14.23
2025-03-30 12:53:41,423652166,-711366057,336.05,14.01
2025-03-30 12:53:42,423652169,-711366069,337.1,13.78
2025-03-30 12:53:43,423652169,-711366077,337.93,13.7
2025-03-30 12:53:44,423652171,-711366083,338.44,13.57
2025-03-30 12:53:45,423652173,-711366088,338.86,13.45
2025-03-30 12:53:46,423652174,-711366094,339.45,13.36
2025-03-30 12:53:47,423652176,-711366099,339.89,13.25
2025-03-30 12:53:48,423652178,-711366103,340.22,13.14
2025-03-30 12:53:49,423652180,-711366107,340.56,13.04
2025-03-30 12:53:50,423652183,-711366110,340.73,12.91
2025-03-30 12:53:51,423652185,-711366112,340.85,12.82
2025-03-30 12:53:52,423652189,-711366115,340.98,12.66
2025-03-30 12:53:53,423652193,-711366117,341.0,12.5
2025-03-30 12:53:54,423652195,-711366120,341.24,12.41
2025-03-30 12:53:55,423652198,-711366124,341.55,12.27
2025-03-30 12:53:56,423652201,-711366127,341.75,12.14
2025-03-30 12:53:57,423652204,-711366130,341.96,12.01
2025-03-30 12:53:58,423652207,-711366133,342.16,11.88
2025-03-30 12:53:59,423652211,-711366136,342.32,11.72
2025-03-30 12:54:00,423652214,-711366128,341.15,11.68
2025-03-30 12:54:01,423652217,-711366122,340.22,11.63
2025-03-30 12:54:02,423652220,-711366117,339.41,11.57
2025-03-30 12:54:03,423652223,-711366113,338.72,11.51
2025-03-30 12:54:04,423652225,-711366110,338.21,11.47
2025-03-30 12:54:05,423652228,-711366107,337.63,11.4
2025-03-30 12:54:06,423652232,-711366104,336.97,11.3
2025-03-30 12:54:07,423652235,-711366101,336.37,11.23
2025-03-30 12:54:08,423652236,-711366098,335.92,11.23
2025-03-30 12:54:09,423652238,-711366095,335.39,11.2
2025-03-30 12:54:10,423652241,-711366094,335.02,11.11
2025-03-30 12:54:11,423652244,-711366093,334.66,11.02
2025-03-30 12:54:12,423652247,-711366091,334.16,10.94
2025-03-30 12:54:13,423652251,-711366091,333.82,10.81
2025-03-30 12:54:14,423652255,-711366091,333.47,10.68
2025-03-30 12:54:15,423652258,-711366090,333.08,10.6
2025-03-30 12:54:16,423652261,-711366088,332.55,10.52
2025-03-30 12:54:17,423652263,-711366086,332.1,10.48
2025-03-30 12:54:18,423652264,-711366084,331.75,10.48
2025-03-30 12:54:19,423652266,-711366080,331.04,10.47
2025-03-30 12:54:20,423652266,-711366077,330.65,10.5
2025-03-30 12:54:21,423652265,-711366073,330.24,10.59
2025-03-30 12:54:22,423652264,-711366069,329.84,10.68
2025-03-30 12:54:23,423652262,-711366065,329.54,10.79
2025-03-30 12:54:24,423652261,-711366062,329.27,10.87
2025-03-30 12:54:25,423652259,-711366058,328.98,10.98
2025-03-30 12:54:26,423652256,-711366056,329.03,11.1
2025-03-30 12:54:27,423652255,-711366053,328.77,11.18
2025-03-30 12:54:28,423652252,-711366049,328.59,11.33
2025-03-30 12:54:29,423652250,-711366046,328.44,11.43
2025-03-30 12:54:30,423652246,-711366042,328.36,11.61
2025-03-30 12:54:31,423652243,-711366038,328.19,11.76
2025-03-30 12:54:32,423652240,-711366034,328.03,11.91
2025-03-30 12:54:33,423652237,-711366031,327.98,12.05
2025-03-30 12:54:34,423652232,-711366028,328.11,12.25
2025-03-30 12:54:35,423652227,-711366028,328.56,12.4
2025-03-30 12:54:36,423652226,-711366030,328.86,12.4
2025-03-30 12:54:37,423652227,-711366028,328.56,12.4
2025-03-30 12:54:38,423652225,-711366026,328.52,12.49
2025-03-30 12:54:39,423652223,-711366020,328.07,12.64
2025-03-30 12:54:40,423652218,-711366015,327.99,12.86
2025-03-30 12:54:41,423652214,-711366009,327.72,13.07
2025-03-30 12:54:42,423652209,-711366001,327.36,13.34
2025-03-30 12:54:43,423652202,-711365993,327.18,13.67
2025-03-30 12:54:44,423652194,-711365986,327.17,14.02
2025-03-30 12:54:45,423652187,-711365979,327.09,14.34
2025-03-30 12:54:46,423652179,-711365972,327.1,14.69
2025-03-30 12:54:47,423652171,-711365966,327.18,15.02
2025-03-30 12:54:48,423652165,-711365958,326.95,15.32
2025-03-30 12:54:49,423652159,-711365951,326.81,15.61
2025-03-30 12:54:50,423652154,-711365945,326.68,15.85
2025-03-30 12:54:51,423652150,-711365938,326.4,16.07
2025-03-30 12:54:52,423652144,-711365931,326.27,16.36
2025-03-30 12:54:53,423652139,-711365924,326.08,16.62
2025-03-30 12:54:54,423652134,-711365917,325.9,16.87
2025-03-30 12:54:55,423652129,-711365912,325.87,17.1
2025-03-30 12:54:56,423652126,-711365906,325.63,17.28
2025-03-30 12:54:57,423652124,-711365900,325.32,17.43
2025-03-30 12:54:58,423652121,-711365895,325.16,17.6
2025-03-30 12:54:59,423652118,-711365890,325.01,17.77
2025-03-30 12:55:00,423652115,-711365886,324.93,17.92
2025-03-30 12:55:01,423652113,-711365882,324.78,18.04
2025-03-30 12:55:02,423652110,-711365879,324.77,18.18
2025-03-30 12:55:03,423652107,-711365875,324.69,18.33
2025-03-30 12:55:04,423652103,-711365872,324.75,18.49
2025-03-30 12:55:05,423652100,-711365869,324.74,18.63
2025-03-30 12:55:06,423652098,-711365865,324.6,18.75
2025-03-30 12:55:07,423652093,-711365863,324.79,18.93
2025-03-30 12:55:08,423652090,-711365861,324.84,19.05
2025-03-30 12:55:09,423652089,-711365859,324.78,19.11
2025-03-30 12:55:10,423652088,-711365858,324.77,19.16
2025-03-30 12:55:11,423652087,-711365857,324.77,19.2
2025-03-30 12:55:12,423652086,-711365856,324.77,19.25
2025-03-30 12:55:13,423652084,-711365856,324.89,19.31
2025-03-30 12:55:14,423652083,-711365856,324.95,19.34
2025-03-30 12:55:15,423652083,-711365855,324.89,19.35
2025-03-30 12:55:16,423652083,-711365853,324.76,19.39
2025-03-30 12:55:17,423652081,-711365853,324.88,19.45
2025-03-30 12:55:18,423652080,-711365851,324.81,19.51
2025-03-30 12:55:19,423652078,-711365849,324.81,19.6
2025-03-30 12:55:20,423652077,-711365848,324.81,19.64
2025-03-30 12:55:21,423652073,-711365849,325.11,19.75
2025-03-30 12:55:22,423652070,-711365851,325.42,19.81
2025-03-30 12:55:23,423652070,-711365854,325.62,19.76
2025-03-30 12:55:24,423652070,-711365858,325.87,19.7
2025-03-30 12:55:25,423652071,-711365863,326.14,19.59
2025-03-30 12:55:26,423652072,-711365867,326.34,19.5
2025-03-30 12:55:27,423652074,-711365869,326.36,19.41
2025-03-30 12:55:28,423652074,-711365873,326.62,19.35
2025-03-30 12:55:29,423652075,-711365875,326.7,19.29
2025-03-30 12:55:30,423652077,-711365879,326.85,19.17
2025-03-30 12:55:31,423652079,-711365882,326.93,19.07
2025-03-30 12:55:32,423652080,-711365885,327.07,18.99
2025-03-30 12:55:33,423652082,-711365887,327.09,18.9
2025-03-30 12:55:34,423652083,-711365889,327.17,18.84
2025-03-30 12:55:35,423652084,-711365889,327.11,18.81
2025-03-30 12:55:36,423652084,-711365890,327.18,18.8
2025-03-30 12:55:37,423652084,-711365891,327.25,18.78
2025-03-30 12:55:38,423652087,-711365892,327.13,18.68
2025-03-30 12:55:39,423652088,-711365896,327.35,18.59
2025-03-30 12:55:40,423652092,-711365900,327.39,18.41
2025-03-30 12:55:41,423652095,-711365907,327.7,18.21
2025-03-30 12:55:42,423652100,-711365912,327.76,17.99
2025-03-30 12:55:43,423652105,-711365916,327.74,17.77
2025-03-30 12:55:44,423652109,-711365918,327.63,17.62
2025-03-30 12:55:45,423652112,-711365923,327.81,17.46
2025-03-30 12:55:46,423652116,-711365926,327.78,17.29
2025-03-30 12:55:47,423652119,-711365928,327.74,17.17
2025-03-30 12:55:48,423652120,-711365931,327.9,17.1
2025-03-30 12:55:49,423652122,-711365935,328.08,16.98
2025-03-30 12:55:50,423652124,-711365937,328.11,16.89
2025-03-30 12:55:51,423652126,-711365939,328.13,16.8
2025-03-30 12:55:52,423652127,-711365940,328.14,16.75
2025-03-30 12:55:53,423652129,-711365941,328.09,16.67
2025-03-30 12:55:54,423652129,-711365943,328.25,16.65
2025-03-30 12:55:55,423652129,-711365944,328.33,16.63
2025-03-30 12:55:56,423652130,-711365946,328.42,16.57
2025-03-30 12:55:57,423652133,-711365948,328.38,16.45
2025-03-30 12:55:58,423652134,-711365951,328.55,16.38
2025-03-30 12:55:59,423652136,-711365954,328.66,16.27
2025-03-30 12:56:00,423652138,-711365957,328.77,16.17
2025-03-30 12:56:01,423652140,-711365959,328.8,16.08
2025-03-30 12:56:02,423652139,-711365961,329.03,16.08
